lower,upper,count,confidence,accuracy
0.0,0.06666666666666667,0,,
0.06666666666666667,0.13333333333333333,0,,
0.13333333333333333,0.2,0,,
0.2,0.26666666666666666,7,0.23853350007910415,0.42857142857142855
0.26666666666666666,0.3333333333333333,32,0.31380891284178736,0.25
0.3333333333333333,0.4,140,0.36963948414954273,0.42142857142857143
0.4,0.4666666666666667,284,0.4364868466167797,0.43661971830985913
0.4666666666666667,0.5333333333333333,451,0.5005737489560951,0.4656319290465632
0.5333333333333333,0.6,422,0.5662630134509712,0.5497630331753555
0.6,0.6666666666666666,411,0.6323411995909477,0.6472019464720195
0.6666666666666666,0.7333333333333333,402,0.6991186624240285,0.6940298507462687
0.7333333333333333,0.8,470,0.7678199657783075,0.7723404255319148
0.8,0.8666666666666667,615,0.8349503988985373,0.8406504065040651
0.8666666666666667,0.9333333333333333,860,0.9027667520009759,0.8941860465116279
0.9333333333333333,1.0,3086,0.9815975327247611,0.9005184705119896
