1282,17,0,0,4,35,0,0,0
0,847,0,0,0,0,0,0,0
0,0,85,9,0,167,0,61,17
0,0,1,533,0,3,94,0,3
155,113,1,2,738,0,16,6,4
0,0,39,55,3,358,0,132,5
2,0,30,54,32,9,544,13,57
0,0,72,23,8,61,14,184,59
9,5,21,28,8,1,123,0,1038
