1104,42,0,4,176,6,1,4,1
0,847,0,0,0,0,0,0,0
0,0,192,0,3,84,1,25,34
6,10,5,162,136,7,64,21,223
81,591,0,58,272,4,5,3,21
0,0,177,0,0,249,2,57,107
3,10,26,95,71,67,73,75,321
0,0,115,2,17,137,6,45,99
6,28,31,139,33,30,73,43,850
