1235,10,5,0,14,73,1,0,0
0,847,0,0,0,0,0,0,0
0,6,121,0,0,131,0,51,30
0,0,12,601,0,1,18,0,2
112,87,0,10,796,0,21,1,8
0,0,140,0,0,362,1,22,67
2,0,44,29,31,11,591,2,31
0,0,93,19,5,60,27,158,59
0,2,61,18,6,4,168,0,974
