seed,accuracy,macro_f1,nll,brier,ece,aurc
0,0.0,0.0,0.011267642474110384,0.00018894161777516238,-0.0015465352352853137,-0.00012820533622948105
1,0.0,0.0,0.010616290858495359,-0.0007703437684929426,-0.0058284647326565,-0.00041473838079639225
2,0.0,0.0,0.0269032784062625,0.0018910889077087267,0.012184716613230138,-0.0007030146896943451
