1321,6,0,0,2,9,0,0,0
0,847,0,0,0,0,0,0,0
0,0,109,9,0,176,0,42,3
2,0,71,494,0,1,66,0,0
165,151,1,0,680,1,7,28,2
0,0,110,55,0,373,0,47,7
39,0,33,6,15,13,607,7,21
0,0,107,11,6,72,15,179,31
14,6,110,11,7,11,283,9,782
